Image,Ratings,Price,Description
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",5,"$542
75","Elo
1990L product
19-Inch lcd (led backlight)
Not power brick
Refresh Rate: 60Hz"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3,"$1,549
58","Easily integrated
Touch ready
Commercial-grade
Mounting type: 400mm x 200mm VESA 4-hole mounting interface on rear of unit
60 hertz"
"[[[223 223 223]
  [149 149 149]
  [150 150 150]
  ...
  [128 128 128]
  [132 132 132]
  [208 208 208]]

 [[139 139 139]
  [141 141 141]
  [153 153 153]
  ...
  [ 44  44  44]
  [ 32  32  32]
  [101 101 101]]

 [[138 138 138]
  [171 171 171]
  [178 178 178]
  ...
  [ 50  50  50]
  [ 40  40  40]
  [ 95  95  95]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$241
15","24” FHD (1920 x 1080) Display
144Hz Refresh Rate and 1ms Response Time
Radeon FreeSync Technology
Height Adjustable Stand
Multiple Inputs (HDMI x 2, Display Port x 1)"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [170 169 172]
  [229 228 229]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  4   4   5]
  [108 107 108]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  0   0   0]
  [ 21  21  21]
  [207 207 207]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,"$619
95","27” WQHD (2560x1440) IPS-Grade display for incredible detail and picture clarity
Brightness(typ) is 350nits
Fast 144Hz refresh rate for a smooth and crisp image
95% DCI-P3 color Gamut and HDR400 support for a rich, vibrant spectrum of color
Solid aluminum base with Razer Chroma RGB and built-in cable management – Display cables included
Razer Synapse integration to control settings and connect to your battle station. VESA Compatible- VESA Mount Adapter Sold Separately"
"[[[254 254 254]
  [240 240 240]
  [179 179 179]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [162 162 162]
  [ 29  29  29]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [155 155 155]
  [ 34  34  34]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.5,"$149
97","IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance and sharp visibility from multiple viewing angles.
165Hz Refresh Rate: Pushing beyond the standard refresh rate, 165Hz gives gamers an edge in visibility as frames transition instantly, leaving behind no blurred images.
Response Time 1ms MPRT: With 1ms MPRT, motion blur is eliminated and exceptionally crisp imagery is visible in the midst of chaotic combat.
320 Brightness: Remarkably vivid colors illuminate the screen like never before with 320 cd/m² brightness.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes."
"[[[255 255 255]
  [203 202 205]
  [163 162 167]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[200 200 203]
  [ 44  43  50]
  [ 25  24  30]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[122 121 126]
  [ 34  33  39]
  [ 63  62  68]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$109
97","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience
Hdmi, VGA & PC audio in ports
High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2
Vesa wall mount ready; Lamp Life: 30,000+ Hours
Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2
Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V)
75 hertz"
"[[[248 242 247]
  [200 188 197]
  [185 178 184]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[164 155 167]
  [ 27  18  28]
  [  9   6  14]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 71  67  81]
  [ 35  32  44]
  [ 36  37  45]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$164
97","1500R Curved Display: The 1500R degree curved design immerses you completely into the gaming landscape, allowing you to spot all threats and opportunities before all of your competitors.
98% sRGB: With 98% sRGB, this monitor offers a wider color gamut than most conventional monitors, giving deeper colors and defining features.
Multiple Ports: Two HDMI and one VGA port each accelerate refresh rate up to 75Hz, providing the visual edge you need to defeat the competition during all of your gaming exploits.
Adaptive Sync: Adaptive Sync is a technology that closes the gap between the graphics card's and the monitor's refresh rates, eliminating image tearing and stuttering in the process.
Built-in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes.
Tiltable Display: A display that tilts 15° backward and 5° forward allows you to find a sweet spot that bridges clarity and comfort."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,,"[Upgarded Color Gamut ] With embedded quantum-dot enhancement film, Lepow Z1-Gamut upgrades display color gamut to 72% NTSC, indicating this new model can present broader color spectrum and give viewers better visual enjoyment in videos and games . You will be no longer content with normal full HD after Lepow Z1-Gamut portable pc monitor. These usb portable monitors bring every frame alive and restore true colors for you.
[15.6-inch FHD 1080P IPS Screen] Lepow portable computer monitors adopt 15.6’’ 1920*1080 screens to create stunning image quality and immersive visual enjoyment for their users. Advanced IPS panel ensures their outstanding performance in response time, smoothness, and eye protection. A 178° visual angle realizes quality viewing even several people share the screen at the same time.
[Slim, light-weight, and portable] 0.3-inch thickness and 1.7lb weight make Lepow portable laptop monitor easily accommodate to every suitcase and backpack and stress-free when you are holding it for a long time. They are truly portable computer monitors for travelers, students, gamers, engineers, and everyone.
[Universal Compatibility] With a full-function Type-C port and an HDMI port, Lepow Z1-Gamut portable monitors for laptops work with almost every computer, laptop, and tablet. They can easily connect to smart phones, Switch, PS3, PS4, and Xbox. You can use second screen mode, extended mode, or duplicate mode on the portable displays to extend your electronic devices everytime and everywhere.
[All Accessories Equipped] To be ready-to-use right out of the box, Z1-Gamut monitors come with three cables (Type C-Type C/mini HDMI-HDMI/Type C-USB A), a two-pronged plug, a smart cover, and a screen protector. To strengthen audio stimulation, every monitor is equipped with two built-in speakers."
"[[[250 250 250]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [254 255 255]]

 [[224 224 224]
  [161 161 161]
  [171 171 171]
  ...
  [162 161 159]
  [187 192 188]
  [254 255 255]]

 [[145 145 145]
  [  3   3   3]
  [ 11  11  11]
  ...
  [  1   1   1]
  [ 54  58  56]
  [242 244 243]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.7,"$1,599
99","Rapid IPS Panel – Provides 1ms fast response time, optimizes screen colors and brightness.
3840 x 1600 UWQHD+ High Resolution – Games will look even better, displaying more details.
NVIDIA G-SYNC ULTIMATE – Prevent screen tearing or stuttering, producing ultra-smooth lag-free gameplay
175Hz Refresh Rate – Respond faster with smoother frames.
1ms Response Time – Eliminate screen tearing and choppy frame rates."
"[[[167 170 166]
  [ 88  89  91]
  [ 95  98  98]
  ...
  [ 93  96  94]
  [ 86  87  88]
  [160 161 163]]

 [[ 73  69  70]
  [  0   0   0]
  [  0   0   0]
  ...
  [  7   6  11]
  [  0   0   3]
  [ 70  70  72]]

 [[ 75  75  77]
  [  0   1   3]
  [  1   2   1]
  ...
  [ 12  15  25]
  [  8  10  12]
  [ 73  74  76]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.9,"$549
00","27-inch WQHD (2560 x 1440) IPS gaming monitor with ultrafast 170Hz overclock refresh rate (supports 144Hz) and 1ms (MPRT) response time, designed for professional gamers and immersive gameplay
ASUS Extreme Low Motion Blur Sync (ELMB SYNC) technology enables ELMB together with G-SYNC Compatibility, eliminating ghosting and tearing for sharp gaming visuals with high frame rates
NVIDIA G-SYNC Compatibility Technology ensures smooth gameplay by eliminating screen tearing and stuttering
High Dynamic Range (HDR) technology with professional color gamut delivers contrast and color performance that meets the DisplayHDR 400 certification
Robust Connectivity with DisplayPort 1.2, HDMI(v2.0) x2, and USB 3.0 x2 ports
Shadow Boost enhances image details in dark areas, brightening scenes without over-exposing bright areas
ASUS Eye Care technology with TUV Rheinland Certification for Flicker-free and Low Blue Light technology to minimize eye fatigue and ensure a comfortable viewing experience and an ergonomic stand with tilt, swivel, pivot, and height adjustments
Supports both Adaptive-Sync with NVIDIA GeForce (graphics cards and FreeSync with AMD Radeon graphics cards) Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards"
