Image,Ratings,Price,Description
images/71qkzkC7bHL._AC_SX679_.jpg,4.5,"$511
99","34-Inch 21: 9 WQHD 3440 x 1440 wide screen with picture-in-picture and split-screen mode allows for greater productivity
Connect via HDMI, DisplayPort, or USB Type-C to streamline connectivity and transmit transmit power, data and digital display with just one port
100 hz refresh rate, with AMD Free Sync, a 4ms response time, and 3000: 1 contrast ratio make this monitor Ideal for multimedia work
Highly adjustable stand with height adjustment, tilt, and swivel, along with VESA mounting capabilities offer increased ergonomic comfort
3-Year business with extended warranties available for purchase, TAA compliant For Federal Government customers"
images/61LmgKYPiJL._AC_SX679_.jpg,4.6,"$187
73","SEE DETAIL IN THE DARK: Every scene, incredibly defined; Samsung's innovative VA Panel technology delivers an outstanding 3000:1 contrast ratio with deep blacks and brilliant whites
ALL ACTION, NO DELAY: AMD Radeon FreeSync keeps your monitor and graphics card refresh rate in sync to reduced image tear and stutter; Watch movies and play games without any interruptions; Even fast action scenes look seamless and smooth
CAPTIVATING CURVES: Immerse yourself in work or play; The 1800R curved screen wraps around you, pulls you in, and keeps you focused, even during extended use
PROTECT YOUR EYES & DO MORE: Advanced eye comfort technology reduces eye strain for more comfortable extended computing; Flicker Free technology continuously removes tiring & irritating screen flicker, while Eye Saver Mode minimizes emitted blue light
STYLISH DESIGN: The 3-sided bezel-less display stretches from edge to edge for maximum viewing and a minimalist aesthetic; A refined dark blue gray exterior and Y-shaped stand base bring a sleek, modern look to your desk"
images/71D0XAWh-uL._AC_SX679_.jpg,4.6,"$139
99","23.8-inch Full HD (1920 x 1080) LED backlight display with IPS 178° wide viewing angle panel
Up to 75Hz refresh rate with Adaptive-Sync technology to eliminate tracing and ensure crisp and clear video playback
Extensive connectivity including HDMI, DisplayPort, D-sub and USB hub
Ergonomic design with +35° ~ -5° tilt, ±180° swivel, ±90° pivot and 130mm height adjustments for a comfortable viewing experience
ASUS Eye Care monitors feature TÜV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience
Supports both Adaptive-Sync with NVIDIA GeForce graphics cards and Free Sync with AMD Radeon graphics cards Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards
What's in the box: Power Cord, HDMI cable, USB cable, Warranty card, Quick Start Guide"
images/71N7zR4PFSL._AC_SX679_.jpg,4.6,"$199
99","Philips E-Line 32"" (31. 5 viewable) LED monitor with Full HD 1920x1080
Curved (1500R) VA panel for wide-viewing angles and accurate color reproduction (102% sRGB) with immersive viewing experience
4ms response time, 75Hz refresh rate and Adaptive-Sync technology provides fluid, artifact-free gaming performance
HDMI, DisplayPort, VGA, and audio out connectivity + Wall mountable (VESA compatible)
Peace of mind: Philips monitors come with 4-Year Advance Replacement in the United States, minimizing downtime"
images/71EV8fXMtcL._AC_SX679_.jpg,4.5,"$379
97","Ultra wide ultra slim curved monitor 21: 9 immerses the attention of a larger audience with a 35 inch screen that accurately resembles the contours of the human eye.
100Hz refresh rate with 100Hz refresh rate, images transition rapidly and smoothly while still outpacing the standard and reducing screen tearing.
Fast response time playing Fast action games and watching action adventure movies always require fast and accurate Pixel response from an LED. With quick Response times, ghosting and blurring are reduced so the user can enjoy the display with clarity and precision.
Amd Free Sync with free Sync, gamers now enjoy smooth video and seamless on the spot movement through their fast paced games. Free Sync is an AMD technology that nearly eliminates tearing and stuttering due to differences between a Graphics card's frame rate and a monitor's refresh rate.
Fps-rts FPS and RTS are Sceptre custom set Display settings Built for an enhanced gaming experience. Fps (first person Shooter), RTS (real-time strategy).
Edgeless design edgeless design completely immerses you in all the captivating action and wondrous Scenery that 3440 x 1440 resolution and 100Hz refresh rate have to offer.
Multiple Ports HDMI 1and the DisplayPort each accelerate refresh rate up to 100Hz, providing the visual edge you need to defeat the competition during all of your gaming exploits. Enjoy two additional HDMI ports that perform up to 60Hz. Connect your favorite audio devices with audio out."
images/71PWAuyc74L._AC_SX679_.jpg,4.7,"$85
99","21.5-inch Full HD (1920 x 1080) LED backlight display with IPS 178° wide viewing angle panel
Up to 75Hz refresh rate with Adaptive-Sync/FreeSync technology to eliminate tracing and ensure crisp and clear video playback
ASUS Eye Care technology features TÜV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience, Color Augmentation for better color differentiation, and Rest Reminder to prevent eye fatigue caused by long screen viewing time
Extensive connectivity including HDMI (v1.4) and VGA ports
Supports both Adaptive-Sync with NVIDIA GeForce* graphics cards and FreeSync with AMD Radeon graphics cards *Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards
What’s in the Box: HDMI cable, Power Cord, Warranty card, Quick Start Guide"
images/91jr7ROnEwL._AC_SX679_.jpg,4.5,"$196
99","29” ultrawide 21:9 full hd (2560 x 1080) ips display
AMD freesync
Connectivity technology: HDMI"
images/61SkAcm67pL._AC_SX679_.jpg,4.6,"$159
99","FORM & FUNCTION: With ultra-slim bezels design, Full HD (1920x1080p) resolution, and premium IPS panel, this monitor looks as good as it performs
AMAZING AT ANY ANGLE: A SuperClear IPS panel ensures stunning views no matter your vantage point
ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for all-day comfort
FLEXIBLE CONNECTIVITY: The VX2776-SMHD supports laptops, PCs, and Macs with HDMI, DisplayPort, and VGA inputs *This product is not VESA compatible
INCLUDED IN THE BOX: LCD Monitor, Power Cable, AC/DC Adapter, HDMI Cable, VGA Cable, and Audio Cable"
images/510FrujvxYL._AC_SX679_.jpg,4.7,"$429
00","Lightning-fast 240 Hz high refresh rate performance for a smooth PC gaming experience. 120Hz Compatible for PS5 and Xbox Series X
Dynamic Accuracy plus technology makes vigorous in-game actions such as spraying less blurry.
The redesigned base takes up less space, allowing gamer more space in their set-up for in-game movements
Increased height adjustment range and free tilt design provide more flexibility based on your personal preference.
Share your setting easily via XL Setting to Share; Customizable Quick access menu
The redesigned S-switch remote control allows 4-way scrolling; new Shield for easy assembling with screwless design.
Color Vibrance and Black eQualizer technology to enhance visual clarity and customized color settings.
Warranty: 3 year"
images/81+D0bxRjkL._AC_SX679_.jpg,4.6,"$94
00","Slim Design & Quick Response Time: The VP228QG 21.5-inch Full HD 1080p monitor is packed with 1ms (GTG) quick response time and 75Hz refresh rate for both home and office use.
Super Smooth Visuals With AMD FreeSync: The VP228QG 21.5 inch monitor features  Adaptive-Sync with NVIDIA GeForce graphics cards and FreeSync with AMD Radeon graphics cards, which delivers seamless visuals and smooth gameplay.
ASUS Exclusive GamePlus Technologies: The ASUS VP228QG HDMI monitor supports the ASUS exclusive GamePlus hotkey with Crosshair, Timer, FPS counter and Display Alignment functions to give you in-game enhancements that help you game like a pro.
Say Goodbye To Strained Eyes: The ASUS VP228QG gaming monitor features TÜV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience.
Connect To Everything: With 1.5-Watt stereo speakers, DisplayPort, HDMI and D-sub ports, this laptop monitor gives you extensive connectivity."
images/81cDvX7OMJL._AC_SX679_.jpg,4.3,"$124
99","AOC 16-inch class USB 3.0 portable monitor with 15.6"" viewable LED-backlit screen and HD 1366x768 resolution.Aspect ratio 16:10. Viewing angle H90/V50
Power and signal delivery via a single USB 3.0 cable for convenience
Plug-and-Play in Windows & Mac, excellent for desktops, laptops
60Hz refresh rate, 8ms fast response time, and 200cd/m² of brightness
Ultra-slim and lightweight design makes it easy to carry and a great on-the-go dual monitor for frequent travelers and work presentations
Comes with built-in, foldable stand for easy setup and auto-pivot that automatically adjusts to its orientation, no need to switch between portrait or landscape modes
Carrying case & USB cable included"
images/81Ti9ezZJoL._AC_SX679_.jpg,4.4,"$749
00","27-inch WQHD (2560 x 1440) Fast IPS gaming monitor with 240Hz refresh rate designed for professional gamers
Aspect Ratio is 16:9; Viewing Angle (CR≧10) is 178°/ 178°; Brightness (Typ) is 350cd/㎡
NVIDIA G-SYNC processor provides smooth, tear-free gaming at refresh rates up to 240Hz
NVIDIA Reflex Latency Analyzer gives competitive gamers an accurate measurement of system latency for the first time.
ASUS Fast IPS technology enables a 1ms response time (GTG) for sharp gaming visuals with high frame rates
High dynamic range (HDR) technology with DisplayHDR 400 certification and DCI-P3 professional color gamut ensures exceptional contrast and color performance"
images/71P0M7tKjYL._AC_SX300_SY300_.jpg,4.6,"$109
97","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience
Hdmi, VGA & PC audio in ports
High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2
Vesa wall mount ready; Lamp Life: 30,000+ Hours
Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2
Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V)
75 hertz"
