imges,rating,price,description
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,,"Compatible with displays with 75 x 75 and 100 x 100 VESA patterns and recommended for 15"" to 30"" displays
Supports four displays weighing up to 22 lbs. each and displays can be individually swivelled ±60° and tilted ±12° to get the optimum viewing angle
Rotate displays 360° to easily switch between landscape and portrait display orientations"
"[[[250 251 253]
  [250 251 253]
  [250 251 253]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[250 251 253]
  [250 251 253]
  [250 251 253]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[250 251 253]
  [250 251 253]
  [250 251 253]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 ...

 [[204 242 243]
  [207 245 247]
  [207 244 249]
  ...
  [231 251 252]
  [231 251 252]
  [231 251 252]]

 [[207 245 248]
  [207 246 249]
  [206 244 249]
  ...
  [231 251 252]
  [230 250 251]
  [229 249 250]]

 [[201 240 245]
  [201 240 245]
  [201 240 245]
  ...
  [231 251 252]
  [232 252 253]
  [232 252 253]]]",4.5,,"Detailed charts for cruising, fishing and sailing, plus 3D View, satellite overlay and panoramic port photos.
Includes SonarChartTM one foot HD bathymetry map and Community Edits, valuable local information added by millions of Navionics Boating app users.
Coverage area includes from Maine, Massachusetts, New York, Hudson River, North Atlantic Canyons from Passamaquoddy Bay and Grand Manan Island to Shark River Inlet, Oneida Lake, The Finger Lakes, Lake Champlain and all of North Atlantic Canyons."
"[[[255 252 249]
  [208 208 208]
  [188 191 190]
  ...
  [144 148 145]
  [178 179 180]
  [253 253 254]]

 [[186 185 183]
  [ 22  25  29]
  [ 23  31  35]
  ...
  [  5   9   7]
  [ 17  18  20]
  [201 202 203]]

 [[120 120 121]
  [ 65  72  81]
  [127 140 151]
  ...
  [ 18  23  24]
  [ 29  30  32]
  [162 163 164]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,,"27"" IPS QHD (2560 x 1440) widescreen panel with NearEdgeless bezel design and > 99% sRGB color gamut with 1.07 billion color-range
AMD FreeSync compatible; 75Hz refresh rate and 4ms response time reduce screen stuttering and image ghosting
Universal connectivity with HDMI 1.4, DP 1.2, and 3.5mm audio out
100x100mm VESA mountable and quick-release stand with tilt functionality
Reduce eye strain - Anti-glare screen and TÜV Rheinland Eye Comfort certification"
"[[[255 255 254]
  [245 246 243]
  [241 241 236]
  ...
  [239 240 240]
  [240 242 242]
  [251 252 253]]

 [[244 244 243]
  [160 161 157]
  [137 138 132]
  ...
  [117 119 118]
  [126 128 128]
  [218 219 219]]

 [[232 232 230]
  [101 102  98]
  [ 90  91  86]
  ...
  [ 56  58  57]
  [ 45  47  46]
  [179 181 180]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2.1,"$548
77","23.8"" Full HD (1920x1080)
IPS Display
Built-in Full HD Webcam & Speakers
Quad-core Processor
Fanless Design"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,,CA-SOFTCASE-MTG
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,,"90 Degree monitor rotation
Height adjustment
Cable management
ARM angle adjustment, intellitorque hinge system
Aluminum allow structure"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",5,,KF1425FD18S-P
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2,,"15.6 Full HD (1920 x 1080) Widescreen IPS Touch Display""
Ultra slim portable design, only 0.61 inches and 2.5 pounds - Zero Frame Design
Refresh Rate: 60Hz - Response Time: 8ms (G to G)
Ports: 1 x USB 3.1 (Type-C) port supporting power and Display over USB-C, 1 x USB 3.1 (Type-C) port supporting power delivery, 1 x Mini HDMI (v1.4) & 1 x Audio out (HDMI and USB Type-C Cable Included)
To display video signal via Type-C, the source device needs to support DP-Alt mode. USB Type-C video is only compatible with devices like smart phones and laptops that support USB Type-C video output"
"[[[166 166 166]
  [119 119 119]
  [128 128 128]
  ...
  [123 128 124]
  [137 139 136]
  [222 223 223]]

 [[ 13  13  13]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [113 117 115]]

 [[  3   3   3]
  [  1   1   1]
  [  0   0   0]
  ...
  [ 45   8  13]
  [ 12   0   0]
  [ 83  85  83]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$99
99","GREAT FOR HOME AND OFFICE: An ideal all-around 24 inch display for offices or remote work
SEE THE DIFFERENCE: Razor-sharp clarity and detail with Full HD (1920x1080p) resolution
LESS CABLE CLUTTER: In addition to fast data, audio and video transfer, USB Type-C also provides 15W charging over a single cable
NO IMAGE TEARING: AMD FreeSync technology enables smooth frame rates to aid you in battle
AMAZING AT ANY ANGLE: A slim bezel panel ensures stunning views no matter your vantage point
ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for all-day comfort
FLEXIBLE CONNECTIVITY: The VA2447-MHU supports a variety of HD devices including gaming consoles, Blu-ray, laptops, PCs and digital cameras with HDMI and VGA inputs
INCLUDED IN THE BOX: LCD Monitor, Power Cable, HDMI Cable, and a Quick Start Guide"
"[[[215 213 210]
  [183 181 183]
  [178 177 177]
  ...
  [230 228 231]
  [233 233 234]
  [251 251 251]]

 [[105 103 102]
  [ 47  44  50]
  [ 46  44  49]
  ...
  [ 95  92  98]
  [ 92  92  94]
  [172 172 174]]

 [[ 88  86  89]
  [ 23  20  28]
  [  8   5   9]
  ...
  [ 38  39  37]
  [ 53  53  55]
  [133 133 135]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,"$162
91","Built-in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
99% sRGB Color Gamut: With 99% sRGB, this monitor offers a wider color gamut than most conventional monitors, giving deeper colors and defining features.
IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance & sharp visibility from multiple viewing angles.
up to 75Hz Refresh Rate: With 75Hz refresh rate, images change faster and smoother than the standard, reducing screen tearing
Multiple Ports: Two HDMI ports and one DisplayPort provide up to 75HZ refresh rate, refining picture clarity in all action-packed gaming sequences and graphic design projects. Audio In and a Headphone Jack provide diverse audio options.
Edgeless Design: Edgeless Design completely immerses you in all the captivating action and wondrous scenery that 1440P resolution and 75Hz refresh rate have to offer.
Blue Light Shift: Reduce your monitors blue light to protect you from eye fatigue, irritation and strains. This enables you to work on your documents, watch movies, or play games more comfortably for extended periods.
FPS-RTS Game Modes: FPS and RTS are Sceptre's custom set display settings built for an enhanced gaming experience. FPS (First Person Shooter), RTS (Real-Time Strategy)."
