imges,rating,price,description
"[[[233 232 233]
  [151 151 155]
  [138 139 136]
  ...
  [133 135 132]
  [151 151 150]
  [235 235 235]]

 [[129 131 126]
  [  5   9  11]
  [  6   7   7]
  ...
  [  8   8  10]
  [  7   7   6]
  [128 128 128]]

 [[107 107 100]
  [ 12   3   1]
  [ 71  30  12]
  ...
  [ 11  13  38]
  [  0   0   1]
  [102 102 102]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2.6,,"PREMIUM MONITOR: This QHD (2560x1440p), 165Hz, G-Sync Compatible IPS monitor delivers lifelike colors perfect for the office, graphic design, photographers and more
INTEGRATED COLOR WHEEL: A ColorPro Wheel helps you fine-tune colors and adjust calibration with exquisite precision
REDUCE CABLE CLUTTER: Connect video, audio, data and power with a single 90W USB-C cable. A USB hub lets you plug in peripherals like USB drives and mice
NANO IPS PANEL: IPS Nano Color technology delivers deep and vibrant on-screen colors with 95% DCI-P3 color coverage, while VESA DisplayHDR 400 certification provides optimal luminance, a powerful dynamic contrast ratio and breathtaking image quality
EXCEPTIONAL COLOR ACCURACY: Enjoy 100% sRGB, EBU, SMPTE-C, Rec. 709 and Delta E<2 accuracy. A gorgeous palette of 1.07 billion colors create precise, lifelike images
IDEAL FOR MACS: 95% DCI-P3 uses the exact same color gamut as Apple’s Retina Display. Make color matching and synchronization easy with ICC Bridge and Color Sync
PANTONE VALIDATED DISPLAY: Experience color fidelity in every pixel. The VP2776 has been rigorously tested and deemed capable of reproducing Pantone Matching System colors"
"[[[251 250 247]
  [212 208 212]
  [176 170 182]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[202 207 201]
  [ 47  47  49]
  [  6   4  15]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[134 149 142]
  [ 12  18  20]
  [ 43  41  52]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$101
97","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience
Hdmi, VGA & PC audio in ports
High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2
Vesa wall mount ready; Lamp Life: 30,000+ Hours
Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2
Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V)
75 hertz"
"[[[254 254 254]
  [240 240 240]
  [179 179 179]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [162 162 162]
  [ 29  29  29]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [155 155 155]
  [ 34  34  34]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.5,"$179
04","IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance and sharp visibility from multiple viewing angles.
165Hz Refresh Rate: Pushing beyond the standard refresh rate, 165Hz gives gamers an edge in visibility as frames transition instantly, leaving behind no blurred images.
Response Time 1ms MPRT: With 1ms MPRT, motion blur is eliminated and exceptionally crisp imagery is visible in the midst of chaotic combat.
320 Brightness: Remarkably vivid colors illuminate the screen like never before with 320 cd/m² brightness.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes."
"[[[219 224 233]
  [143 145 153]
  [129 120 122]
  ...
  [157 141 139]
  [153 150 150]
  [206 218 218]]

 [[167 164 177]
  [ 28  16  14]
  [ 39   7   0]
  ...
  [ 38  16  14]
  [ 34  25  25]
  [139 149 150]]

 [[173 164 166]
  [ 62  30  18]
  [146  81  60]
  ...
  [ 40   2   2]
  [ 24   4   6]
  [133 134 137]]

 ...

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,"$96
18","SHARE THE PANORAMIC VIEW : The 23.8 inch monitor adopts a new generation of VA screen, covering 99% of the SRGB color gamut and 8bit gray level over 16.7M color numbers. Thus the business monitor can 100% restore true colors and present vivid details. Besides, the 178° wide viewing angle of this VA monitor allows you to enjoy a clear, sharp, and delicate images at any angle.
EXTREMELY VIEWING COMFORT: Find your best viewing position and stay comfortable by tilting the screen up to 5 degrees forward or 15 degrees backward. Flicker-Free technology, Blue Light Filter, you can enjoy ultra-smooth gameplay or working for all-day without any eyes uncomfort.
ULTRA SLIM DESIGN: The KOORUI 23.8 inch Business Computer Monitor adopts edgeless design to make the picture more complete when multiple monitors connect. A great choice of business display for desktop, or laptop at home.
MULTIPLE PORTS: KOORUI monitors provide video interfaces via HDMI and VGA ports. This HDMI monitor is with 60Hz refresh rate (compatible with most normal graphics cards) and FHD 1920x1080p resolution. You can connect the edge-less monitor to Xbox, PC and laptops etc, transmitting high-quality images, any switch between office and entertainment.
RELIABLE MONITOR: KOORUI owns super strength from monitor quality to premium service, making you assured. With a 3-year warranty, a 12-month replacement service and calling technical support. If you find any damage, malfunction or missing accessories, please feel free to contact us."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.6,"$31
35","Helps reduce glare and mirror-like reflections which makes your screen easier to use in high-glare situations
Designed to fit widescreen laptops with a diagonally measured 14"" viewing screen and a 16:9 aspect ratio
Actual filter dimensions are 12 3/16"" wide x 6 7/8"" high (310 mm x 175 mm)
Easy to apply, removable and re-attachable. No lamination, no bubbles.
Lightweight, thin, frameless design
Protects screen against scratches
Attaches with optically clear adhesive strips that can easily be applied and reapplied numerous times"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.9,,"15.6'' diagonal size
16:9 aspect ratio
1366 x 768 resolution
Active matrix TFT LCD with LED backlighting"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.9,,"Features full HD 1080P IPS screen.
Aspect Ratio is 16:9
Brightness: 220cd/m2(typ).
Portable, lightweight and ultra-slim design.
Versatile digital connectivity with mini HDMI & USB C ports.
Powered on by 5v 2A or higher adapter which support PD. (Power supply not included) Long press for 7s to turn on the monitor."
"[[[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [253 253 253]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [254 254 254]
  [255 255 255]]

 ...

 [[252 251 255]
  [249 248 252]
  [254 253 255]
  ...
  [252 251 254]
  [253 253 254]
  [255 255 255]]

 [[250 249 253]
  [251 250 253]
  [249 248 252]
  ...
  [253 252 254]
  [255 255 255]
  [255 255 255]]

 [[253 252 255]
  [254 253 255]
  [255 254 255]
  ...
  [254 253 255]
  [253 253 254]
  [255 255 255]]]",3.2,"$237
49","Fhd Mini portable monitor 11 6” Full HD 1920x1080 (16 7M colors) with HDMI VGA video inputs USB powered
Rear dock port expansion provides you the connectivity on the back side of monitor and keep your total solution simpler
Best choice for commercial display & factory use light-weighted 490G extra-slim 11mm with high-end ffs panel for wide viewing angles
Optional accessory Multi-Mount kit 1102 making the viewing more flexible with VESA 75 kit
Plug & play/ smart cover Stand with unique cover lock"
"[[[253 253 253]
  [249 249 249]
  [240 240 240]
  ...
  [229 229 229]
  [249 249 249]
  [252 252 252]]

 [[249 249 249]
  [154 154 154]
  [127 127 127]
  ...
  [ 36  36  36]
  [101 101 101]
  [248 248 248]]

 [[219 219 219]
  [116 116 116]
  [120 120 120]
  ...
  [ 32  32  32]
  [ 27  27  27]
  [215 215 215]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,,"Native resolution: 24"" 1920 x 1080 IPS panel, 5M: 1 (DFC), 250 cd/M2
Interface: display port, VGA, DVI-I, USB 2.0 (6), 10/100/1000 Ethernet
Processor: Teradici Tera 2321"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2,,"23.8"" Full HD (1920 x 1080) Widescreen IPS Display with Adaptive-Sync Support | Built-in Full HD Adjustable Webcam with Microphone | EPEAT Bronze Certified | TUV/Eyesafe Certification
Refresh Rate: 75Hz | Response Time: 4ms (G to G) | 2 speakers, 2 watts per speaker
Color Accuracy: No color difference with Delta E<2
USB Type-C: 1 x USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps) supporting data, power (100W) and DisplayPort over USB-C
Video Ports: 1 x Display Port 1.4, 1 x Display Port Out, 1 x HDMI 2.0, 1 x Ethernet (RJ-45) Port and 1 x Audio-Out | USB Ports: 4 x USB 3.0 Downstream Ports & 6 x USB-B 3.0 (2 Up and 4 Down) | HDMI and USB Type-C Cables Included"
