Image,Ratings,Price,Description
images/913+QornBQL._AC_UY695_.jpg,4.5,,"100% Leather
Imported
Manmade sole
Shaft measures approximately 10 from arch
COUNTRY WORK BOOTS: These Ariat men’s work boots are on-trend and durable to provide superior protection without compromising on style. They are a perfect choice for high heat and high abrasion occupations like welding and railroad work.
OPTIMUM STABILITY: Designed with Ariat’s ATS technology, these cowboy inspired work boots provide stability and comfort while reducing foot fatigue. With their revolutionary ATS technology, these boots deliver durable support for tough tasks and long working hours.
U-TURN ENTRY SYSTEM: These pull-on work boots provide a perfect fit to the shape and size of your feet with Ariat’s patented U-Turn Entry System. This innovative system allows for easy entry and a close fit even for those with wide feet or high arches."
images/61uDwJciTDL._AC_UX695_.jpg,4.2,,"Rubber sole
PROTECTION: It’s normal not to want to walk barefoot in a shower or lounge at the pool which thousands of people have already used. After so much use, it can be common for certain fungal germs to develop and infect you with warts or athlete's foot.
COMFORTABLE INSOLES: An outdoor shoe that doesn’t do a number on your feet after only a couple of hours. Our lightweight sandals are made with a soft but durable insole that feels like you’re laying your foot on a bed made of thin memory foam.
OPEN-TOE, SLIP-ON SANDALS: Our sandals come in a variety of sizes that can fit adolescent boys and older men. Simply slide them on and go about your day without worrying about them slipping off or coming loose.
QUALITY MATERIALS: Unlike cheap pool and shower shoes that wear and tear after a couple of months, our sandals are made with high-quality materials that last much longer. We make the sole out of hard, waterproof rubber for extra comfort.
ADAPTIVE FOOTWEAR: Use our sandals at the pool, in a public shower, at the gym, or even for just walking around the block. Wherever your life’s journey takes you, you'll know that you're sandals can provide you with the best comfort and protection."
images/719RWL4POSL._AC_UX575_.jpg,4.2,,"Imported
Rubber sole
Shaft measures approximately 8"" from arch
Boot opening measures approximately 11 around
COMPOSITE TOE: Left and right asymmetrical, non-metallic, carbon-fiber safety toes offer unobtrusive fit and are 15% lighter than steel toes, and meet or exceed ASTM F2412 and F2413 EH standards
WATERPROOF: KEEN.DRY is a waterproof, breathable membrane liner that lets vapor out without letting water in for keeping your feet dry and comfortable; this boot does have a liner that integrates with the waterproof membrane
TRACTION: Oil- and slip-resistant, non-marking, siped, rubber outsoles disperse liquid underfoot for improved traction that meet or exceed ASTM F1677-96 and F2913 SATRA standards"
images/810wTCOyRyL._AC_UY575_.jpg,4.5,,"Rubber sole
Fresh Foam midsole cushioning is precision engineered to deliver an ultra-cushioned, lightweight ride
Engineered mesh upper with strategic embroidery for support
Medial post helps control pronation
Blown rubber outsole at the forefoot provides superior rebound
Light-catching reflective accents"
images/815z8B79kGL._AC_UX695_.jpg,4.4,,"Synthetic Rubber sole
Lightweight mesh with textured overlays in high-wear areas helps keep your foot cool without sacrificing durability. Tab locks down the laces with a hook-and-loop closure to keep them out of the way. Handstand clip at the heel minimizes drag during wall exercises. Flywire cables integrate with the laces to secure your midfoot. Grooves in the sole let your forefoot bend naturally."
images/71fsYqkNY2L._AC_UX695_.jpg,4.4,,"100% Synthetic
Rubber sole
Stylish synthetic upper
Soft midsole for comfort
Molded heel to help provide support
Rubber outsole for durability and traction
Lace closure ensures a secure fit"
images/71k9FzbGDPL._AC_UY695_.jpg,4.8,,"100% Leather
Rubber sole
Shaft measures approximately Calf High from arch
Boot opening measures approximately 10.5"" around
4LR lightweight stabilizing shank for support
Removeable All Day Cushioning insole
Waterproof PRO construction with an impermeable barrier"
images/81vmhwQkp9L._AC_UX695_.jpg,4.2,,"leather-and-mesh
Made in the USA
Rubber sole
Shaft measures approximately Ankle from arch
WATERPROOF: the keen.dry waterproof breathable membrane keeps feet dry and comfortable all day long by allowing vapor out without letting water in
TRACTION: KEEN ALL-TERRAIN rubber outsole provides high traction grip in muddy environments and on rocky surfaces with 4mm multi directional lugs; Non marking rubber outsoles leave no trace when walking indoors
SUPPORT & STABILITY: REMOVABLE DUAL DENSITY CUSHIONING FOOTBED SUPPORTS THE ARCH FOR LONG LASTING COMFORT DURING ALL DAY HIKES; STABILITY SHANK ADDS SOME EXTRA LIGHTWEIGHT SUPPORT: support & stability: removable dual density cushioning footbed supports the arch for long lasting comfort during all day hikes; stability shank adds some extra lightweight support"
images/71FhfY0+WtL._AC_UY625_.jpg,4.4,,"100% Leather
Imported
Rubber sole
Shaft measures approximately 7"" from arch
Heel measures approximately 2""
Work Boot, Toe Type Composite, Metatarsal Guard No, Insulated No, Men's, Size 8, Footwear Width M, Waterproof Yes, Height 8 in, Brown, Liner Material Synthetic, Shank Material Steel, Midsole Material Rubber, Outsole Material Rubber, 1 Pair"
images/71HzXuvrehL._AC_SX679_.jpg,4.9,,"Slip- and oil-resistant outsole with new Force + Foam cushioning
New design for easier on and off, actually slip on and off now
Nylon collar with improved slip-on fit for easy donning and doffing
Better slip/oil resistant outsole and Force foam for cushioning
Water resistant leather upper; Ortholite footbed"
