Image,Ratings,Price,Description
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [254 254 254]
  [248 248 248]
  ...
  [231 231 231]
  [246 246 246]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [250 250 250]
  ...
  [240 240 240]
  [250 250 250]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [250 250 250]
  [254 254 254]
  [254 254 254]]]",4,"$899
00","The Slim 7i features a first-of-its-kind processor designed for multitasking, with 12th Generation Intel Core H Series processors that distribute performance where you need it most
The pristine WQXGA IPS touchscreen display runs seamless visuals in smooth motion with a rapid 120Hz refresh rate on a 16:10 screen
Intel Arc graphics allow you to crunch through everything from 8K video processing to AI-accelerated photo editing, while enjoying higher quality and more realistic gaming
The Slim 7i lives up to its name with a thin, modern design that packs power and performance into a laptop computer that weighs less than 5lbs
Stay connected with Bluetooth 5.1 and Wi-Fi built in, plus 2 USB-A ports, HDMI, Thunderbolt 4 Type-C, SD card slot, and more"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 254 254]
  [252 252 252]
  [248 248 248]
  ...
  [244 244 244]
  [248 248 248]
  [252 252 252]]

 [[253 253 253]
  [252 252 252]
  [247 247 247]
  ...
  [247 247 247]
  [249 249 249]
  [252 252 252]]

 [[255 255 255]
  [253 253 253]
  [248 248 248]
  ...
  [250 250 250]
  [252 252 252]
  [253 253 253]]]",4.4,,"【Upgraded】RAM is upgraded to 16 GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; Hard Drive is upgraded to 1 TB Solid State Drive to allow faster bootup and data transfer. Original Seal is opened for upgrade ONLY. If the computer has modifications (listed above), then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised.
【COLLABORATION READY】Protects your data with enterprise-grade security, boosts productivity with powerful management tools, and keeps going with long battery life. Powerful Wi-Fi 5 + Bluetooth 4.2 supports Gigabit speed and smooth streaming of high-resolution videos, TrueVision HD Camera system ready for remote work, virtual meeting, and online class
【Display】15.6 inch diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 220 nits, 45 percent NTSC
【Processor】AMD Athlon Silver 3050U 2.3GHz Dual-Core Processor (5MB Cache, Up to 3.2GHz)
【Operating System】Windows 11"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.2,"$160
64","Processor Manufacturer: AMD
Processor Type: A-Series
Processor Model: A6-9220C
Processor Speed: 1.80 GHz
Maximum Turbo Speed: 2.70 GHz"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 254 255]
  [254 254 255]
  [255 255 255]
  ...
  [255 254 255]
  [253 252 254]
  [255 255 255]]

 [[254 254 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 254 255]
  [255 254 255]
  [255 255 255]]

 [[253 253 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 254 255]
  [255 254 255]
  [255 255 255]]]",4.4,"$350
11","Samsung Chromebook 12.2"" XE520QAB-K04US, Touchscreen"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [254 254 255]
  [244 244 245]
  ...
  [241 241 245]
  [254 254 254]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [252 252 253]
  ...
  [244 243 247]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [252 252 253]
  ...
  [250 250 251]
  [255 255 255]
  [255 255 255]]]",4.7,"$359
99","Chromebook runs on Chrome OS - An operating system by Google that is built for the way we live today. It comes with built-in virus protection, updates automatically, boots up in seconds and continues to stay fast over time. (Internet connection is required).
All the Google apps you know and love come standard on every Chromebook, which means you can edit, download, and convert Microsoft Office files in Google Docs, Sheets and Slides.
Get access to more than 2 million Android apps from Google Play to learn and do more.
Chromebooks come with built-in storage for offline access to your most important files and an additional 100GB of Google Drive space to ensure that all of your files are backed up automatically.
Intel Celeron N4500 Dual-Core Processor (Up to 2.8GHz) | Intel UHD Graphics
15.6"" Full HD (1920 x 1080) IPS Display | 4GB LPDDR4X On-Board Memory | 64GB eMMC
Intel Wireless Wi-Fi 6 AX201 802.11ax Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO technology | Bluetooth 5.1 | DTS Audio with Two Built-in Stereo Speakers"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 254 254]
  [245 245 245]
  [236 236 236]
  ...
  [236 236 236]
  [245 245 245]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$697
00","【Upgraded Powerful Storage】: 8GB DDR4 SDRAM Memory, 256GB PCIe Solid State Drive.
【Lenovo Ideapad 3 i5】: The Powerful and Latest 10th Generation Intel Core i5 Processors, Intel Quad-Core i5-10300H (>i7-8850H), 2.5 GHz base frequency, up to 4.5 GHz with Intel Turbo Boost Technology, 8 MB Intel Smart Cache, 8 Threads
【Lenovo Ideapad 3 15 inch】: 15.6 inch Full HD ( 1920 x 1080 ) IPS 120Hz LED Backlight Display; Dedicated 4GB GDDR6 NVIDIA GeForce GTX 1650 Graphics
【External Ports and Slots】: 1 x USB 3.1 Type-C, 2 x USB 3.0, 1 x RJ-45, 1 x HDMI 2.0, 1 x Headphone-out/microphone-in combo jack
【Operating System】: Windows 10 Home 64 bit, Integrated 720p HD Webcam with Privacy Shutter, Dolby Audio, 2x2 802.11AX and Bluetooth, 2 x 1.5W Speakers, US Backlit Keyboard, up to 9 hours battery life, Accessory Including a Delca 16GB Micro SD Card"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 254]
  [255 255 254]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$449
99","【Upgraded Ram and SSD】Laptop seal is OPENED for upgrade only. Ram is upgraded to 8GB DDR4 Memory for fast processing and advanced multitasking , Hard Drive is 128GB SSD. SSD(Solid State Drive) has faster data access speed, better performance. Refer to item title for your current specs
【Powerful CPU&GPU】AMD Ryzen 3 3250U Processor, 2-Core, 2.60 GHz base frequency, up to 3.50GHz Max Turbo Frequency, and AMD Radeon Graphics for smoothly daily work productivity, stream videos, movies and light gaming
【Screen&Webcam】15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 220 nits, 45% NTSC, HP True Vision 720p HD camera with integrated digital microphone
【Ports&Connectivity】1 SuperSpeed USB Type-C 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 AC smart pin; 1 headphone/microphone combo; 1 multi-format SD media card reader; Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo, Windows 10 Home
【Included in the package】 ROKC Mousepad"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [151 162 168]
  [171 180 188]
  [244 250 251]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 36  48  62]
  [ 28  37  52]
  [160 166 172]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 50  61  78]
  [ 38  47  63]
  [103 109 116]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,"$899
99","15.6” FHD (1920 x 1080) OLED 16:9 aspect ratio display with ultra-slim NanoEdge bezels
0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1 Contrast ratio, VESA CERTIFIED Display HDR True Black 600
Latest AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost) and AMD Radeon Graphics
Fast storage and memory featuring 512GB M.2 NVMe PCIe 3.0 SSD and 8GB DDR4 on board + 8GB DDR4 SO-DIMM RAM, Windows 11 Home
Extensive connectivity with 2x USB 3.2 Gen 1 Type-C, USB 2.0 Type A, 3.5mm Combo Audio Jack, Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2 (*USB transfer speed may vary. Learn more at ASUS.com)"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,"$614
99","Aspect Ratio: 3:2
Chromebook runs on Chrome OS - An operating system by Google that is built for the way we live today. It comes with built-in virus protection, updates automatically, boots up in seconds and continues to stay fast over time. (Internet connection is required).
All the Google apps you know and love come standard on every Chromebook, which means you can edit, download, and convert Microsoft Office files in Google Docs, Sheets and Slides.
Get access to more than 2 million Android apps from Google Play to learn and do more.
Chromebooks come with built-in storage for offline access to your most important files and an additional 100GB of Google Drive space to ensure that all of your files are backed up automatically.
MediaTek Kompanio 1380 Octa-Core ARM Cortex-A78/A55 Multi-Processor (Up to 3.0GHz) | Integrated Mali-G57 MC5 Penta-Core Graphics
13.5"" 2K 2256 x 1504 Acer VertiView LED-backlit IPS Multi-Touch Display | 100% sRGB | 360nit Brightness | Antimicrobial* Corning Gorilla Glass | 3:2 Aspect Ratio"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [250 250 250]
  ...
  [248 250 249]
  [255 255 255]
  [254 255 255]]

 [[254 254 254]
  [254 254 254]
  [248 248 248]
  ...
  [248 250 249]
  [254 255 255]
  [254 255 255]]

 [[254 254 252]
  [254 254 252]
  [252 252 251]
  ...
  [253 255 253]
  [254 255 255]
  [254 255 255]]]",4.3,"$681
38","Great performance meets long battery life with the Intel Core i5-1135G7 Processor - up to 4.20 GHz, 4 cores, 8 threads, 8 MB Intel Smart Cache
17.3"" Full HD (1920 x 1080) IPS Widescreen LED-backlit Display | Intel Iris Xe Graphics
8GB DDR4 Memory (Expandable to 20GB) and 512GB NVMe SSD
1 - USB 3.2 (Type-C) Gen 1 port (up to 5 Gbps) | 2 - USB 3.2 Gen 1 Port (one with Power-off Charging) | 1 - USB 2.0 Port | 1 - HDMI Port with HDCP support
Intel Wireless Wi-Fi 6 | Acer Fingerprint Reader | Backlit Keyboard | Up to 8 Hours Battery Life | Comes with Windows 11"
