Image,Ratings,Price,Description
images/81DrUxYCkDL._AC_SX466_.jpg,3.9,"$157
47","Revolutionary deadbolt system that provides more security and longer battery life
New design with full-size handle for easier grip
Easy installation with just a screw driver
Key Alike Ready
Same cut out as standard Travel Trailer Locks (3. 75 T x 2. 75 W)
Fit Type: Universal Fit"
images/61AtEvDDTBL._AC_SX679_.jpg,3.7,"$56
99","Split and sloped keyboard with adjustable reverse tilt positions hands, wrists, and forearms for comfort and neutral alignment.
Built-in wrist rest supports, cushions, and cradles the wrists.
Dual wireless with 128-bit AES encryption security delivers the flexibility of 2. 4 GHz and Bluetooth 4. 0 LE, with Government-grade encryption.
Quiet keys means typing is smooth, easy, and non-disruptive. Operating Temperature-0 ̊ to 45 ̊C / 32 ̊ to 113 ̊F
Caps lock, numbers lock, scroll lock, and F-keys are popular features that make typing and navigating easier and more efficient."
images/61a3OI-rUGL._AC_SX679_.jpg,4.6,,"The Chester Creek MyBoard Computer Keyboard has oversized keys with bold white lettering to help younger children learn to type.
Each key is color-coded to separate vowels, consonants, numbers, punctuation and function keys and aid in distinguishing between character groupings.
USB connection allows for simple setup. Compatible with PCs and Macs. Choose upper- or lower-case letters.
High Quality Keyboard
Requires Windows and USB keyboard connection, Bright, color-coded keys to reinforce learning vowels, consonants and numbers"
images/61udlDt77-L._AC_SX679_.jpg,3.8,"$65
75","Wired/wireless - wired
Connector/port/interface - USB
For_device_type - desktop computer
Keyboard_design - oversized"
images/71yloKikdiL._AC_SX679_.jpg,4.4,"$24
99","Big Font, Full-Size Layout: 105 keys, full-size layout keyboard with elegant, adjustable backlighting, and the letters are 4-times larger font than the usual keyboard for more visibility
Stylish Key Design: Round keycaps inspired by typewriter-style keys ensure stable keypress every time and comfortable typing
Multi-Color Backlighting: Bright and evenly distributed backlit keys for easy typing in lower light environments; ideal for studio work, office, and home office; 3-color backlighting (RED, BLUE, PURPLE); To turn on/off backlighting or switch backlighting color: press the Backlit Hotkey; For breathing mode: press Fn + Backlit Hotkey
Easy-Access Shortcuts: Equipped with 12 convenient hotkeys; activate hotkeys with the Fn-key; shortcuts such as media control, e-mail, calculator, and home button
Compatible with Windows 7/8/10. Package includes: 1 x Periboard-317; 12-month limited warranty"
images/714hPnSJDRL._AC_SX679_.jpg,4.6,"$108
40","A DASHING SET FULL OF ‘70S NOSTALGIA: In its heyday in the late ‘70s and early ‘80s, Data General’s “Dasher” terminal was part of a computing powerhouse. This historical terminal has been resurrected in the form of the Dasher keycap set.
FROM THE IBM TERMINAL TO THE DESKTOP: Based on the profile form the iconic IBM beamspring terminals of the 1970s, this custom set is fully sculpted in Hi-Profile. From its heavily slanted design to the scooped, contoured tops of each cap, the set recreates the feel of vintage keyboards.
DOUBLESHOT LEGENDS: As opposed to a dye-sublimiation process, these doubleshot legends are permanently molded inside the keycap, thus becoming an integral part of it. This ensures reliable legends and continuity throughout the set.
BASE KIT: Covers fullsize, tenkeyless, winkeyless, 60%, 65%, and 75% Mechanical keyboards such as the Drop ALT, Carina, ENTR, and CTRL.
SPECS: Produced by Drop, designed by zslane, ABS Hi-Profile MT3 keycaps, Doubleshot legends, MX compatible, and fully sculpted based on IBM beamspring keycaps."
images/61lb9aoWsrL._AC_SX679_.jpg,3.5,"$69
99","Low Profile Switches: A reduced travel distance and actuation point with the same signature durability and precision.
Portable 60% Layout: Compact layout and design, perfect for on-the-go use with mobile devices and laptops.
Hybrid Wireless: Choose between wired Type-C connectivity or Bluetooth 4.0 wireless for up to 3 devices.
Ergonomic Upgrades: New ergonomic keycaps and adjustable feet allow you the comfortable typing experience you want, your way.
Multiple OS Support: Use with MacOS, iOS, Android, and Windows 8 and above - and easily soft-switch between all devices with a simple keypress.
NOTE: The lighting effect for this keyboard is RGB, so it will display multiple colors"
images/71a6+LmeTjL._AC_SX679_.jpg,4,,"Material: high quality ABS, durable, strong light transmission and wear-resistant. Note: includes only keycap, the keyboard is not included.
The appearance is fashionable and beautiful, the shaft core is well matched and the service life is long.
This style keycaps perfect match with mechanical gaming keyboard, suitable for most of the 104 keys, round keycaps give you the perfect touch.
Suitable for long time use, whether it's work, typing or games. The retro style make you a beautiful sight on your desk.
Package including: 1 * 104 keys retro keycaps"
images/61e834krGuL._AC_SX679_.jpg,3.3,"$69
99","Low Profile Switches: A reduced travel distance and actuation point with the same signature durability and precision.
Portable 60% Layout: Compact layout and design, perfect for on-the-go use with mobile devices and laptops.
Hybrid Wireless: Choose between wired Type-C connectivity or Bluetooth 4.0 wireless for up to 3 devices.
Ergonomic Upgrades: New ergonomic keycaps and adjustable feet allow you the comfortable typing experience you want, your way.
Multiple OS Support: Use with MacOS, iOS, Android, and Windows 8 and above - and easily soft-switch between all devices with a simple keypress."
images/81sIjpNYrqL._AC_SX679_.jpg,4.1,"$120
00","SLEEK BLACK CAPS IN SATISFYING MT3 PROFILE: Durable, classic, and optimized for comfort, there’s nothing gray about these White-on-Black keycaps.
FROM THE IBM TERMINAL TO THE DESKTOP: Based on the profile form the iconic IBM beamspring terminals of the 1970s, this custom set is fully sculpted in Hi-Profile. From its heavily slanted design to the scooped, contoured tops of each cap, the set recreates the feel of vintage keyboards.
DOUBLESHOT LEGENDS: As opposed to a dye-sublimiation process, these doubleshot legends are permanently molded inside the keycap, thus becoming an integral part of it. This ensures reliable legends and continuity throughout the set.
BASE KIT: Covers fullsize, tenkeyless, winkeyless, 60%, 65%, and 75% Mechanical keyboards.
SPECS: Produced by Drop, ABS Hi-Profile MT3 keycaps, Doubleshot legends, MX compatible, and Fully sculpted based on IBM beamspring keycaps.
Compatible devices: Compatible with Cherry MX switches and clones"
